Date,Open,High,Low,Close,Adj Close,Volume
2021-08-20,14974.059570,15103.940430,14968.870117,15092.570313,15092.570313,3864780000
2021-08-23,15140.139648,15341.469727,15140.139648,15312.820313,15312.820313,3893990000
2021-08-24,15338.919922,15384.419922,15319.549805,15357.679688,15357.679688,3792870000
2021-08-25,15384.830078,15404.360352,15341.919922,15368.919922,15368.919922,3629990000
2021-08-26,15348.980469,15369.280273,15265.230469,15278.519531,15278.519531,3610970000
2021-08-27,15305.750000,15447.030273,15292.740234,15432.950195,15432.950195,4006310000
2021-08-30,15460.929688,15620.620117,15459.740234,15605.089844,15605.089844,4034110000
2021-08-31,15601.339844,15604.450195,15522.780273,15582.509766,15582.509766,4170170000
2021-09-01,15637.129883,15696.419922,15603.669922,15611.570313,15611.570313,4248030000
2021-09-02,15656.280273,15681.759766,15554.290039,15604.250000,15604.250000,4018120000
2021-09-03,15578.959961,15668.120117,15554.969727,15652.860352,15652.860352,3692170000
2021-09-07,15662.299805,15701.400391,15610.230469,15675.759766,15675.759766,3967040000
2021-09-08,15669.009766,15669.009766,15528.450195,15620.849609,15620.849609,4113530000
2021-09-09,15639.440430,15675.459961,15556.740234,15561.049805,15561.049805,3997250000
2021-09-10,15648.049805,15673.500000,15433.429688,15440.750000,15440.750000,4567980000
2021-09-13,15545.660156,15562.280273,15351.700195,15434.500000,15434.500000,4701190000
2021-09-14,15505.780273,15525.969727,15352.059570,15382.900391,15382.900391,4571950000
2021-09-15,15419.950195,15518.950195,15316.400391,15503.530273,15503.530273,4446270000
2021-09-16,15452.669922,15539.139648,15370.879883,15515.910156,15515.910156,3681700000
2021-09-17,15481.429688,15485.209961,15291.040039,15333.469727,15333.469727,6682650000
2021-09-20,15068.650391,15157.259766,14821.030273,15012.190430,15012.190430,4860630000
2021-09-21,15096.969727,15139.900391,14986.980469,15027.769531,15027.769531,4056340000
2021-09-22,15073.959961,15230.339844,15029.900391,15176.509766,15176.509766,4229870000
2021-09-23,15231.200195,15356.919922,15199.429688,15316.580078,15316.580078,4176520000
2021-09-24,15222.969727,15345.540039,15209.160156,15329.679688,15329.679688,3972140000
2021-09-27,15205.230469,15240.580078,15106.450195,15204.820313,15204.820313,4619450000
2021-09-28,15001.980469,15040.570313,14758.980469,14770.299805,14770.299805,4954270000
2021-09-29,14835.509766,14914.919922,14727.410156,14752.889648,14752.889648,5246170000
2021-09-30,14830.299805,14888.219727,14684.549805,14689.620117,14689.620117,5910550000
2021-10-01,14731.379883,14830.839844,14555.120117,14791.870117,14791.870117,4688550000
2021-10-04,14713.599609,14727.599609,14384.929688,14472.120117,14472.120117,4539650000
2021-10-05,14533.429688,14763.639648,14520.230469,14674.150391,14674.150391,4143190000
2021-10-06,14529.889648,14775.639648,14499.480469,14766.750000,14766.750000,4443760000
2021-10-07,14899.070313,15010.320313,14878.219727,14897.129883,14897.129883,3936210000
2021-10-08,14942.360352,14948.349609,14805.500000,14820.750000,14820.750000,3557630000
2021-10-11,14765.690430,14907.570313,14709.049805,14713.730469,14713.730469,3522230000
2021-10-12,14772.290039,14784.780273,14636.330078,14662.110352,14662.110352,4037030000
2021-10-13,14751.799805,14800.830078,14676.580078,14774.599609,14774.599609,4032440000
2021-10-14,14925.580078,15059.889648,14901.589844,15052.419922,15052.419922,4240520000
2021-10-15,15106.969727,15150.139648,15064.589844,15146.919922,15146.919922,4473930000
2021-10-18,15091.580078,15307.509766,15074.709961,15300.889648,15300.889648,4142540000
2021-10-19,15349.450195,15414.969727,15320.620117,15410.719727,15410.719727,4443000000
2021-10-20,15448.000000,15457.110352,15333.429688,15388.709961,15388.709961,4086590000
2021-10-21,15365.809570,15497.580078,15350.500000,15489.589844,15489.589844,4880390000
2021-10-22,15422.070313,15474.280273,15291.950195,15355.070313,15355.070313,5719760000
2021-10-25,15417.250000,15555.650391,15338.490234,15514.190430,15514.190430,5677320000
2021-10-26,15615.360352,15710.790039,15518.589844,15559.490234,15559.490234,7035470000
2021-10-27,15603.160156,15729.750000,15578.679688,15598.389648,15598.389648,6083210000
2021-10-28,15674.389648,15784.000000,15650.009766,15778.160156,15778.160156,5660240000
2021-10-29,15638.740234,15856.900391,15638.740234,15850.469727,15850.469727,5310370000
2021-11-01,15879.610352,15910.349609,15785.309570,15905.280273,15905.280273,5239250000
2021-11-02,15885.339844,15988.330078,15877.269531,15972.490234,15972.490234,5118540000
2021-11-03,16000.599609,16157.599609,15950.589844,16144.500000,16144.500000,5274520000
2021-11-04,16193.219727,16387.949219,16169.559570,16346.240234,16346.240234,5252570000
2021-11-05,16397.589844,16454.480469,16302.059570,16359.379883,16359.379883,5534130000
2021-11-08,16351.490234,16401.929688,16314.000000,16336.030273,16336.030273,5620280000
2021-11-09,16389.990234,16401.890625,16168.629883,16219.940430,16219.940430,5531330000
2021-11-10,16087.019531,16224.509766,15905.280273,15985.570313,15985.570313,5336480000
2021-11-11,16114.049805,16116.250000,16019.389648,16032.469727,16032.469727,4520600000
2021-11-12,16078.129883,16218.549805,16012.780273,16199.889648,16199.889648,5412870000
2021-11-15,16227.009766,16256.730469,16096.370117,16189.120117,16189.120117,4978040000
2021-11-16,16170.290039,16329.500000,16156.690430,16309.769531,16309.769531,5441150000
2021-11-17,16329.070313,16398.949219,16276.769531,16308.070313,16308.070313,5024540000
2021-11-18,16398.759766,16501.919922,16309.509766,16482.970703,16482.970703,5361690000
2021-11-19,16558.560547,16625.859375,16523.830078,16573.339844,16573.339844,4849160000
2021-11-22,16644.769531,16764.859375,16374.780273,16380.980469,16380.980469,5531070000
2021-11-23,16330.179688,16417.500000,16121.700195,16306.719727,16306.719727,5412610000
2021-11-24,16202.259766,16370.559570,16106.019531,16367.809570,16367.809570,4178630000
2021-11-26,16237.410156,16302.580078,15988.950195,16025.580078,16025.580078,3502030000
2021-11-29,16263.429688,16437.160156,16214.559570,16399.240234,16399.240234,4800570000
2021-11-30,16333.950195,16454.560547,16073.759766,16135.919922,16135.919922,6609380000
2021-12-01,16347.959961,16427.189453,15864.000000,15877.719727,15877.719727,6266020000
2021-12-02,15791.299805,16066.320313,15770.919922,15990.759766,15990.759766,5390100000
2021-12-03,16039.410156,16089.610352,15543.309570,15712.040039,15712.040039,5859520000
2021-12-06,15744.910156,15898.589844,15557.780273,15846.160156,15846.160156,5095960000
2021-12-07,16139.559570,16343.669922,16128.440430,16325.660156,16325.660156,5091220000
2021-12-08,16313.879883,16401.099609,16250.389648,16394.339844,16394.339844,4600800000
2021-12-09,16337.809570,16413.279297,16141.389648,16149.570313,16149.570313,4484230000
2021-12-10,16278.299805,16339.120117,16139.000000,16331.980469,16331.980469,4395460000
2021-12-13,16317.900391,16332.629883,16075.540039,16082.549805,16082.549805,4549170000
2021-12-14,15877.650391,15995.209961,15742.799805,15914.900391,15914.900391,4802460000
2021-12-15,15908.450195,16301.269531,15746.940430,16289.589844,16289.589844,5318850000
2021-12-16,16335.030273,16340.530273,15802.629883,15863.940430,15863.940430,4890470000
2021-12-17,15714.540039,15960.250000,15664.099609,15801.459961,15801.459961,7616320000
2021-12-20,15566.830078,15662.610352,15508.740234,15627.639648,15627.639648,4576750000
2021-12-21,15794.379883,15997.610352,15617.480469,15986.280273,15986.280273,4546230000
2021-12-22,15963.540039,16186.250000,15947.559570,16180.139648,16180.139648,4080900000
2021-12-23,16203.759766,16360.750000,16188.030273,16308.209961,16308.209961,3918200000
2021-12-27,16361.070313,16567.640625,16361.070313,16567.500000,16567.500000,3730120000
2021-12-28,16602.919922,16607.189453,16458.490234,16488.660156,16488.660156,3623600000
2021-12-29,16510.630859,16548.919922,16396.160156,16491.009766,16491.009766,3694500000
2021-12-30,16485.400391,16569.619141,16415.119141,16429.099609,16429.099609,3732730000
2021-12-31,16411.259766,16464.619141,16317.259766,16320.080078,16320.080078,3379850000
2022-01-03,16395.509766,16504.140625,16306.639648,16501.769531,16501.769531,4412130000
2022-01-04,16513.869141,16513.869141,16151.900391,16279.730469,16279.730469,5109270000
2022-01-05,16190.549805,16249.230469,15763.839844,15771.780273,15771.780273,5011990000
2022-01-06,15675.219727,15900.599609,15608.570313,15765.360352,15765.360352,4774740000
2022-01-07,15774.129883,15835.000000,15526.799805,15592.190430,15592.190430,4229270000
2022-01-10,15383.179688,15627.919922,15165.530273,15614.429688,15614.429688,5303230000
2022-01-11,15582.719727,15848.559570,15496.910156,15844.120117,15844.120117,4378660000
2022-01-12,15955.480469,16017.389648,15815.950195,15905.099609,15905.099609,4321180000
2022-01-13,15970.089844,15990.379883,15468.089844,15495.620117,15495.620117,4283070000
2022-01-14,15396.469727,15617.179688,15396.469727,15611.589844,15611.589844,4345780000
2022-01-18,15378.059570,15446.299805,15182.959961,15210.759766,15210.759766,5027990000
2022-01-19,15287.250000,15382.000000,15038.440430,15047.839844,15047.839844,4639990000
2022-01-20,15176.379883,15347.620117,14832.690430,14846.459961,14846.459961,5078450000
2022-01-21,14728.660156,14868.450195,14432.639648,14438.400391,14438.400391,5845830000
2022-01-24,14160.910156,14532.570313,13724.849609,14509.580078,14509.580078,6982960000
2022-01-25,14237.599609,14410.429688,14033.809570,14149.120117,14149.120117,4981070000
2022-01-26,14492.519531,14646.540039,14006.400391,14172.759766,14172.759766,5734390000
2022-01-27,14346.459961,14419.450195,13972.879883,14003.110352,14003.110352,5155970000
2022-01-28,14091.309570,14457.780273,13880.480469,14454.610352,14454.610352,4955960000
2022-01-31,14505.070313,14934.519531,14442.879883,14930.049805,14930.049805,5111460000
2022-02-01,14966.599609,15034.419922,14749.490234,15019.679688,15019.679688,4650460000
2022-02-02,15173.030273,15196.400391,14960.849609,15139.740234,15139.740234,4647630000
2022-02-03,14693.849609,14856.509766,14471.200195,14501.110352,14501.110352,4306490000
2022-02-04,14566.280273,14832.049805,14452.280273,14694.349609,14694.349609,4104120000
2022-02-07,14716.429688,14813.860352,14524.629883,14571.250000,14571.250000,4253020000
2022-02-08,14533.250000,14785.219727,14485.780273,14747.030273,14747.030273,4277150000
2022-02-09,14930.990234,15057.900391,14870.360352,15056.959961,15056.959961,4713210000
2022-02-10,14770.679688,15037.259766,14636.620117,14705.639648,14705.639648,5191050000
2022-02-11,14739.459961,14769.639648,14194.540039,14253.839844,14253.839844,5222590000
2022-02-14,14233.400391,14400.780273,14119.730469,14268.589844,14268.589844,4301470000
2022-02-15,14482.110352,14624.530273,14444.459961,14620.820313,14620.820313,4393050000
2022-02-16,14514.839844,14647.790039,14399.290039,14603.639648,14603.639648,4224060000
2022-02-17,14485.080078,14497.459961,14155.429688,14171.740234,14171.740234,4259890000
2022-02-18,14207.549805,14225.719727,13918.759766,14009.540039,14009.540039,4475010000
2022-02-22,13892.809570,14109.259766,13720.919922,13870.530273,13870.530273,4830920000
2022-02-23,14016.940430,14035.929688,13502.580078,13509.429688,13509.429688,4614090000
2022-02-24,13065.440430,13989.099609,13065.440430,13974.669922,13974.669922,6131410000
2022-02-25,13973.900391,14193.000000,13850.290039,14189.160156,14189.160156,4614110000
2022-02-28,14058.610352,14296.599609,14009.360352,14237.809570,14237.809570,5894130000
2022-03-01,14197.660156,14271.580078,13906.919922,14005.990234,14005.990234,6094490000
2022-03-02,14075.110352,14292.719727,13962.690430,14243.690430,14243.690430,5229480000
2022-03-03,14339.700195,14342.559570,13965.110352,14035.209961,14035.209961,5058590000
2022-03-04,13957.599609,13992.969727,13738.610352,13837.830078,13837.830078,5319630000
2022-03-07,13853.530273,13879.099609,13314.440430,13319.379883,13319.379883,6163580000
2022-03-08,13275.230469,13663.269531,13129.400391,13267.610352,13267.610352,6631820000
2022-03-09,13610.480469,13793.110352,13504.480469,13742.200195,13742.200195,5377120000
2022-03-10,13577.839844,13633.690430,13399.459961,13591.000000,13591.000000,5034030000
2022-03-11,13701.799805,13714.440430,13285.190430,13301.830078,13301.830078,5250230000
2022-03-14,13248.089844,13386.669922,13020.400391,13046.639648,13046.639648,5853360000
2022-03-15,13174.969727,13488.179688,13092.450195,13458.559570,13458.559570,5414590000
2022-03-16,13633.120117,13960.250000,13475.089844,13956.790039,13956.790039,6498110000
2022-03-17,13878.990234,14125.669922,13827.339844,14118.599609,14118.599609,5575030000
2022-03-18,14061.290039,14427.469727,14014.429688,14420.080078,14420.080078,8109950000
2022-03-21,14377.150391,14470.679688,14190.530273,14376.089844,14376.089844,5636000000
2022-03-22,14396.030273,14688.969727,14385.549805,14654.330078,14654.330078,5400360000
2022-03-23,14525.219727,14681.330078,14446.040039,14447.549805,14447.549805,4995470000
2022-03-24,14529.719727,14767.730469,14440.669922,14765.690430,14765.690430,5046250000
2022-03-25,14766.900391,14805.879883,14577.589844,14754.309570,14754.309570,5553860000
2022-03-28,14763.160156,14989.080078,14705.919922,14987.400391,14987.400391,5086120000
2022-03-29,15142.929688,15265.419922,15039.610352,15239.320313,15239.320313,6031870000
2022-03-30,15177.150391,15229.009766,15010.339844,15071.549805,15071.549805,5439980000
2022-03-31,15074.230469,15088.379883,14835.160156,14838.490234,14838.490234,5427030000
2022-04-01,14886.910156,14925.929688,14723.830078,14861.209961,14861.209961,4984050000
2022-04-04,14903.379883,15161.889648,14884.570313,15159.580078,15159.580078,4598480000
2022-04-05,15109.269531,15120.669922,14782.570313,14820.639648,14820.639648,4707090000
2022-04-06,14600.299805,14639.349609,14395.400391,14498.889648,14498.889648,5265740000
2022-04-07,14469.500000,14624.240234,14315.690430,14531.809570,14531.809570,4822420000
2022-04-08,14450.530273,14490.190430,14307.679688,14327.259766,14327.259766,4554890000
2022-04-11,14149.599609,14187.669922,13979.139648,13990.209961,13990.209961,4916860000
2022-04-12,14175.660156,14264.740234,13882.750000,13940.240234,13940.240234,4965220000
2022-04-13,13939.610352,14258.809570,13919.480469,14217.290039,14217.290039,4887660000
2022-04-14,14225.469727,14235.389648,13884.820313,13893.209961,13893.209961,4623410000
2022-04-18,13859.469727,13997.929688,13788.959961,13910.759766,13910.759766,4350150000
2022-04-19,13882.750000,14236.509766,13844.740234,14210.259766,14210.259766,4527480000
2022-04-20,14246.200195,14263.610352,13962.860352,13998.530273,13998.530273,4639440000
2022-04-21,14174.919922,14277.209961,13682.679688,13720.450195,13720.450195,5206320000
2022-04-22,13714.629883,13769.400391,13342.790039,13356.870117,13356.870117,4457380000
2022-04-25,13275.410156,13541.769531,13239.730469,13533.219727,13533.219727,4827790000
2022-04-26,13447.660156,13447.660156,13009.650391,13009.709961,13009.709961,5136770000
2022-04-27,13009.400391,13241.940430,12936.410156,13003.360352,13003.360352,4773290000
2022-04-28,13254.959961,13542.559570,13038.169922,13456.059570,13456.059570,5030570000
2022-04-29,13274.940430,13428.530273,12835.480469,12854.799805,12854.799805,4719290000
2022-05-02,12864.830078,13083.570313,12716.629883,13075.849609,13075.849609,4896740000
2022-05-03,13045.349609,13178.740234,12982.700195,13089.900391,13089.900391,4522940000
2022-05-04,13110.299805,13556.669922,12887.530273,13535.709961,13535.709961,5467750000
2022-05-05,13344.790039,13344.790039,12710.589844,12850.549805,12850.549805,5269260000
2022-05-06,12776.860352,12926.580078,12522.769531,12693.530273,12693.530273,5311020000
2022-05-09,12465.910156,12542.320313,12136.190430,12187.719727,12187.719727,5911380000
2022-05-10,12496.839844,12537.889648,12173.469727,12345.860352,12345.860352,6199090000
2022-05-11,12240.209961,12470.889648,11939.089844,11967.559570,11967.559570,6120860000
2022-05-12,11790.129883,12128.730469,11692.120117,11945.500000,11945.500000,6647400000
2022-05-13,12125.929688,12429.280273,12069.129883,12387.400391,12387.400391,5868610000
2022-05-16,12297.070313,12395.509766,12196.209961,12243.580078,12243.580078,4898850000
2022-05-17,12496.629883,12572.990234,12333.990234,12564.099609,12564.099609,5068930000
2022-05-18,12352.919922,12389.959961,11887.000000,11928.309570,11928.309570,5043020000
2022-05-19,11872.559570,12066.849609,11795.790039,11875.629883,11875.629883,5136920000
2022-05-20,12037.030273,12044.700195,11492.290039,11835.620117,11835.620117,5413140000
2022-05-23,11867.080078,12047.809570,11785.759766,12034.280273,12034.280273,4509640000
2022-05-24,11807.780273,11842.809570,11576.110352,11769.839844,11769.839844,4706300000
2022-05-25,11732.450195,12028.889648,11714.269531,11943.929688,11943.929688,4500920000
2022-05-26,11906.830078,12337.730469,11901.870117,12276.790039,12276.790039,4651470000
2022-05-27,12421.799805,12682.580078,12405.290039,12681.419922,12681.419922,4774530000
2022-05-31,12688.950195,12762.839844,12482.320313,12642.099609,12642.099609,6028940000
2022-06-01,12750.309570,12820.469727,12457.910156,12548.360352,12548.360352,4697810000
2022-06-02,12498.629883,12897.629883,12447.769531,12892.889648,12892.889648,4422830000
2022-06-03,12650.379883,12724.809570,12505.759766,12548.030273,12548.030273,4117290000
2022-06-06,12745.889648,12804.459961,12534.580078,12599.629883,12599.629883,4633950000
2022-06-07,12456.490234,12737.299805,12413.559570,12711.679688,12711.679688,4383960000
2022-06-08,12682.809570,12776.650391,12578.549805,12615.129883,12615.129883,4689310000
2022-06-09,12543.370117,12666.410156,12265.860352,12269.780273,12269.780273,5382110000
2022-06-10,12052.589844,12082.690430,11825.349609,11832.820313,11832.820313,5125980000
2022-06-13,11472.190430,11568.650391,11254.190430,11288.320313,11288.320313,5912360000
2022-06-14,11385.179688,11418.219727,11205.919922,11311.690430,11311.690430,4802090000
2022-06-15,11468.129883,11751.290039,11346.540039,11593.769531,11593.769531,5346110000
2022-06-16,11286.870117,11311.049805,11037.209961,11127.570313,11127.570313,5667810000
2022-06-17,11172.650391,11357.969727,11089.929688,11265.990234,11265.990234,7423600000
2022-06-21,11446.980469,11638.469727,11446.980469,11546.759766,11546.759766,5201450000
2022-06-22,11427.740234,11708.080078,11423.200195,11527.709961,11527.709961,5215100000
2022-06-23,11622.089844,11729.620117,11515.480469,11697.679688,11697.679688,5238210000
2022-06-24,11826.950195,12112.820313,11812.179688,12105.849609,12105.849609,9438810000
2022-06-27,12157.929688,12175.980469,11965.669922,12008.240234,12008.240234,5017930000
2022-06-28,12021.339844,12133.870117,11633.129883,11637.769531,11637.769531,5397910000
2022-06-29,11619.009766,11710.209961,11537.719727,11658.259766,11658.259766,5609230000
2022-06-30,11532.320313,11650.959961,11322.860352,11503.719727,11503.719727,5620800000
2022-07-01,11472.629883,11592.849609,11378.629883,11585.679688,11585.679688,4844560000
2022-07-05,11419.339844,11781.740234,11366.070313,11779.900391,11779.900391,5028520000
2022-07-06,11807.080078,11941.309570,11727.360352,11852.589844,11852.589844,4824620000
2022-07-07,11913.730469,12137.709961,11897.509766,12109.049805,12109.049805,4662320000
2022-07-08,11977.950195,12179.320313,11956.030273,12125.690430,12125.690430,4495900000
2022-07-11,12008.759766,12026.059570,11830.889648,11860.280273,11860.280273,4343130000
2022-07-12,11926.839844,11990.440430,11684.019531,11744.990234,11744.990234,4279920000
2022-07-13,11523.910156,11819.690430,11498.959961,11728.530273,11728.530273,4400730000
2022-07-14,11637.179688,11801.110352,11488.269531,11768.400391,11768.400391,4456350000
2022-07-15,11896.150391,11987.519531,11828.129883,11983.620117,11983.620117,4342760000
2022-07-18,12089.679688,12156.089844,11836.519531,11877.500000,11877.500000,5003870000
2022-07-19,12046.690430,12258.370117,11967.919922,12249.419922,12249.419922,5251410000
2022-07-20,12269.070313,12488.389648,12232.200195,12439.679688,12439.679688,5427450000
2022-07-21,12466.129883,12620.500000,12351.419922,12619.410156,12619.410156,4646260000
2022-07-22,12575.759766,12662.860352,12322.820313,12396.469727,12396.469727,4700220000
2022-07-25,12391.209961,12415.589844,12244.400391,12328.410156,12328.410156,4261620000
2022-07-26,12248.209961,12259.009766,12051.209961,12086.900391,12086.900391,4304110000
2022-07-27,12299.339844,12660.769531,12256.940430,12601.469727,12601.469727,4559800000
2022-07-28,12580.610352,12741.830078,12433.549805,12717.870117,12717.870117,4892770000
2022-07-29,12784.200195,12986.639648,12726.250000,12947.969727,12947.969727,4893090000
2022-08-01,12877.040039,13084.610352,12833.160156,12940.780273,12940.780273,4373610000
2022-08-02,12853.040039,13073.269531,12809.009766,12901.599609,12901.599609,4742630000
2022-08-03,12983.580078,13289.190430,12974.849609,13253.259766,13253.259766,5628590000
2022-08-04,13253.769531,13326.719727,13170.440430,13311.040039,13311.040039,5408540000
2022-08-05,13107.450195,13286.019531,13070.360352,13207.690430,13207.690430,4888110000
2022-08-08,13227.089844,13394.540039,13103.799805,13159.160156,13159.160156,5190590000
2022-08-09,13064.240234,13095.700195,12945.599609,13008.169922,13008.169922,5271940000
2022-08-10,13330.660156,13386.849609,13220.049805,13378.320313,13378.320313,5135480000
2022-08-11,13471.030273,13555.379883,13271.349609,13291.990234,13291.990234,5785100000
2022-08-12,13384.650391,13565.870117,13341.650391,13565.870117,13565.870117,4755980000
2022-08-15,13529.660156,13685.650391,13524.530273,13667.179688,13667.179688,4445180000
2022-08-16,13617.660156,13720.910156,13508.469727,13635.209961,13635.209961,4992400000
2022-08-17,13499.240234,13591.580078,13389.820313,13470.860352,13470.860352,5166110000
2022-08-18,13474.240234,13553.280273,13405.740234,13505.990234,13505.990234,4663920000
2022-08-19,13370.250000,13402.610352,13210.820313,13242.900391,13242.900391,4591500000
2022-08-22,13056.389648,13073.070313,12859.820313,12890.540039,12890.540039,4242600000
2022-08-23,12885.280273,13000.709961,12852.700195,12881.790039,12881.790039,3815730000
2022-08-24,12876.230469,12995.139648,12843.580078,12917.860352,12917.860352,3896570000
2022-08-25,12984.740234,13146.839844,12951.610352,13143.580078,13143.580078,4290090000
2022-08-26,13129.910156,13175.250000,12603.410156,12605.169922,12605.169922,4510480000
